ID,Age,Age points,Age group,Sex,Job,Job points,Housing,Housing points,Saving accounts,Saving points,Checking account,Checking points,Credit amount,Credit points,Duration,Duration points,Purpose,Total score,Risk
824,35,20,25-40,male,3,30,own,20,little,10,NA,5,3780,15,18,10,furniture/equipment,110,Medium risk
825,30,20,25-40,male,2,20,own,20,little,10,little,10,1602,30,21,10,car,120,Medium risk
826,33,20,25-40,female,2,20,rent,10,little,10,little,10,3966,15,18,10,car,95,High risk
827,36,20,25-40,male,2,20,own,20,little,10,NA,5,4165,15,18,10,business,100,High risk
828,47,30,41-75,male,2,20,free,5,NA,5,little,10,8335,15,36,10,car,95,High risk
829,38,20,25-40,male,2,20,free,5,NA,5,moderate,20,6681,15,48,10,business,95,High risk
830,44,30,41-75,male,2,20,own,20,quite rich,30,NA,5,2375,30,24,10,business,145,Low risk
831,23,10,<25,female,2,20,rent,10,little,10,little,10,1216,30,18,10,car,100,High risk
832,29,20,25-40,male,2,20,rent,10,little,10,little,10,11816,5,45,10,business,85,High risk
833,42,30,41-75,female,2,20,own,20,NA,5,moderate,20,5084,15,24,10,radio/TV,120,Medium risk
834,25,20,25-40,female,1,10,own,20,little,10,rich,30,2327,30,15,10,radio/TV,130,Medium risk
835,48,30,41-75,male,2,20,own,20,little,10,little,10,1082,30,12,20,car,140,Low risk
836,21,10,<25,female,2,20,own,20,NA,5,NA,5,886,30,12,20,radio/TV,110,Medium risk
837,23,10,<25,female,1,10,rent,10,little,10,NA,5,601,30,4,20,furniture/equipment,95,High risk
838,63,30,41-75,male,2,20,own,20,little,10,little,10,2957,30,24,10,car,130,Medium risk
839,46,30,41-75,male,2,20,own,20,little,10,NA,5,2611,30,24,10,radio/TV,125,Medium risk
840,29,20,25-40,male,2,20,own,20,little,10,little,10,5179,15,36,10,furniture/equipment,105,Medium risk
841,28,20,25-40,male,1,10,own,20,little,10,NA,5,2993,30,21,10,car,105,Medium risk
842,23,10,<25,female,2,20,own,20,little,10,NA,5,1943,30,18,10,repairs,105,Medium risk
843,50,30,41-75,male,2,20,own,20,little,10,NA,5,1559,30,24,10,business,125,Medium risk
844,47,30,41-75,male,2,20,own,20,little,10,NA,5,3422,15,18,10,furniture/equipment,110,Medium risk
845,35,20,25-40,male,2,20,own,20,NA,5,moderate,20,3976,15,21,10,furniture/equipment,110,Medium risk
846,68,30,41-75,male,2,20,rent,10,NA,5,NA,5,6761,15,18,10,car,95,High risk
847,28,20,25-40,male,2,20,own,20,little,10,NA,5,1249,30,24,10,car,115,Medium risk
848,59,30,41-75,male,2,20,own,20,little,10,little,10,1364,30,9,20,radio/TV,140,Low risk
849,57,30,41-75,male,1,10,own,20,little,10,little,10,709,30,12,20,radio/TV,130,Medium risk
850,33,20,25-40,male,2,20,rent,10,little,10,little,10,2235,30,20,10,car,110,Medium risk
851,43,30,41-75,male,2,20,own,20,NA,5,NA,5,4042,15,24,10,car,105,Medium risk
852,35,20,25-40,male,2,20,free,5,little,10,NA,5,1471,30,15,10,radio/TV,100,High risk
853,32,20,25-40,male,1,10,free,5,little,10,little,10,1442,30,18,10,car,95,High risk
854,45,30,41-75,male,2,20,own,20,little,10,NA,5,10875,5,36,10,car,100,High risk
855,33,20,25-40,male,2,20,own,20,moderate,15,NA,5,1474,30,24,10,car,120,Medium risk
856,40,30,25-40,female,2,20,own,20,NA,5,NA,5,894,30,10,20,education,130,Medium risk
857,28,20,25-40,male,2,20,free,5,little,10,NA,5,3343,15,15,10,furniture/equipment,85,High risk
858,29,20,25-40,female,2,20,own,20,little,10,little,10,3959,15,15,10,car,105,Medium risk
859,26,20,25-40,male,2,20,rent,10,moderate,15,NA,5,3577,15,9,20,car,105,Medium risk
860,27,20,25-40,male,2,20,own,20,rich,20,NA,5,5804,15,24,10,car,110,Medium risk
861,28,20,25-40,male,2,20,own,20,little,10,NA,5,2169,30,18,10,business,115,Medium risk
862,35,20,25-40,female,2,20,own,20,little,10,little,10,2439,30,24,10,radio/TV,120,Medium risk
863,32,20,25-40,male,1,10,own,20,rich,20,NA,5,4526,15,27,10,furniture/equipment,100,High risk
864,25,20,25-40,male,1,10,rent,10,little,10,NA,5,2210,30,10,20,furniture/equipment,105,Medium risk
865,20,10,<25,female,2,20,rent,10,quite rich,30,NA,5,2221,30,15,10,furniture/equipment,115,Medium risk
866,27,20,25-40,female,2,20,own,20,little,10,little,10,2389,30,18,10,radio/TV,120,Medium risk
867,42,30,41-75,male,2,20,own,20,little,10,NA,5,3331,15,12,20,furniture/equipment,120,Medium risk
868,37,20,25-40,male,2,20,own,20,NA,5,NA,5,7409,15,36,10,business,95,High risk
869,24,10,<25,female,2,20,rent,10,little,10,little,10,652,30,12,20,furniture/equipment,110,Medium risk
870,40,30,25-40,female,2,20,own,20,quite rich,30,NA,5,7678,15,36,10,furniture/equipment,130,Medium risk
871,46,30,41-75,male,2,20,own,20,little,10,rich,30,1343,30,6,20,car,160,Low risk
872,26,20,25-40,male,2,20,own,20,moderate,15,little,10,1382,30,24,10,business,125,Medium risk
873,24,10,<25,female,2,20,own,20,NA,5,NA,5,874,30,15,10,domestic appliances,100,High risk
874,29,20,25-40,male,1,10,own,20,little,10,little,10,3590,15,12,20,furniture/equipment,105,Medium risk
875,40,30,25-40,female,2,20,own,20,rich,20,moderate,20,1322,30,11,20,car,160,Low risk
876,36,20,25-40,male,3,30,free,5,little,10,little,10,1940,30,18,10,radio/TV,115,Medium risk
877,28,20,25-40,male,2,20,own,20,little,10,NA,5,3595,15,36,10,radio/TV,100,High risk
878,27,20,25-40,male,3,30,free,5,little,10,little,10,1422,30,9,20,car,125,Medium risk
879,36,20,25-40,male,2,20,own,20,NA,5,NA,5,6742,15,30,10,radio/TV,95,High risk
880,38,20,25-40,male,3,30,own,20,little,10,NA,5,7814,15,24,10,car,110,Medium risk
881,48,30,41-75,male,2,20,free,5,NA,5,NA,5,9277,15,24,10,car,90,High risk
882,36,20,25-40,male,2,20,own,20,NA,5,moderate,20,2181,30,30,10,car,125,Medium risk
883,65,30,41-75,female,0,5,own,20,little,10,NA,5,1098,30,18,10,radio/TV,110,Medium risk
884,43,30,41-75,male,2,20,own,20,little,10,moderate,20,4057,15,24,10,furniture/equipment,125,Medium risk
885,53,30,41-75,female,2,20,own,20,little,10,little,10,795,30,12,20,education,140,Low risk
886,34,20,25-40,male,2,20,own,20,NA,5,moderate,20,2825,30,24,10,business,125,Medium risk
887,23,10,<25,male,2,20,own,20,little,10,moderate,20,15672,5,48,10,business,95,High risk
888,34,20,25-40,male,3,30,own,20,little,10,NA,5,6614,15,36,10,car,110,Medium risk
889,40,30,25-40,male,2,20,rent,10,NA,5,NA,5,7824,15,28,10,car,95,High risk
890,43,30,41-75,male,3,30,own,20,little,10,little,10,2442,30,27,10,business,140,Low risk
891,46,30,41-75,male,2,20,own,20,little,10,NA,5,1829,30,15,10,radio/TV,125,Medium risk
892,38,20,25-40,male,1,10,own,20,little,10,little,10,2171,30,12,20,car,120,Medium risk
893,34,20,25-40,male,2,20,own,20,little,10,moderate,20,5800,15,36,10,car,115,Medium risk
894,29,20,25-40,male,2,20,own,20,NA,5,NA,5,1169,30,18,10,radio/TV,110,Medium risk
895,31,20,25-40,male,3,30,own,20,NA,5,NA,5,8947,15,36,10,car,105,Medium risk
896,28,20,25-40,female,3,30,rent,10,little,10,little,10,2606,30,21,10,radio/TV,120,Medium risk
897,35,20,25-40,female,2,20,own,20,rich,20,NA,5,1592,30,12,20,furniture/equipment,135,Medium risk
898,33,20,25-40,female,1,10,rent,10,NA,5,NA,5,2186,30,15,10,furniture/equipment,90,High risk
899,42,30,41-75,male,2,20,own,20,little,10,little,10,4153,15,18,10,furniture/equipment,115,Medium risk
900,43,30,41-75,male,2,20,rent,10,little,10,little,10,2625,30,16,10,car,120,Medium risk
901,44,30,41-75,male,2,20,own,20,NA,5,NA,5,3485,15,20,10,car,105,Medium risk
902,42,30,41-75,male,2,20,free,5,NA,5,NA,5,10477,5,36,10,car,80,High risk
903,40,30,25-40,male,2,20,rent,10,NA,5,NA,5,1386,30,15,10,radio/TV,110,Medium risk
904,36,20,25-40,male,3,30,own,20,little,10,NA,5,1278,30,24,10,radio/TV,125,Medium risk
905,20,10,<25,male,3,30,rent,10,little,10,little,10,1107,30,12,20,radio/TV,120,Medium risk
906,24,10,<25,male,1,10,own,20,NA,5,little,10,3763,15,21,10,car,80,High risk
907,27,20,25-40,male,2,20,own,20,NA,5,moderate,20,3711,15,36,10,education,110,Medium risk
908,46,30,41-75,female,1,10,own,20,little,10,NA,5,3594,15,15,10,car,100,High risk
909,33,20,25-40,female,1,10,own,20,NA,5,moderate,20,3195,15,9,20,car,110,Medium risk
910,34,20,25-40,female,2,20,own,20,little,10,NA,5,4454,15,36,10,radio/TV,100,High risk
911,25,20,25-40,female,1,10,own,20,little,10,moderate,20,4736,15,24,10,furniture/equipment,105,Medium risk
912,25,20,25-40,female,2,20,own,20,NA,5,moderate,20,2991,30,30,10,radio/TV,125,Medium risk
913,28,20,25-40,male,2,20,own,20,rich,20,NA,5,2142,30,11,20,business,135,Medium risk
914,31,20,25-40,male,2,20,rent,10,little,10,little,10,3161,15,24,10,business,95,High risk
915,32,20,25-40,female,3,30,own,20,little,10,moderate,20,18424,5,48,10,vacation/others,115,Medium risk
916,32,20,25-40,male,2,20,own,20,moderate,15,NA,5,2848,30,10,20,car,130,Medium risk
917,68,30,41-75,male,3,30,own,20,little,10,little,10,14896,5,6,20,car,125,Medium risk
918,33,20,25-40,male,2,20,own,20,moderate,15,little,10,2359,30,24,10,furniture/equipment,125,Medium risk
919,39,20,25-40,male,3,30,rent,10,little,10,little,10,3345,15,24,10,furniture/equipment,105,Medium risk
920,28,20,25-40,female,2,20,own,20,little,10,NA,5,1817,30,18,10,furniture/equipment,115,Medium risk
921,37,20,25-40,male,3,30,own,20,quite rich,30,NA,5,12749,5,48,10,radio/TV,120,Medium risk
922,22,10,<25,female,2,20,rent,10,little,10,little,10,1366,30,9,20,radio/TV,110,Medium risk
923,30,20,25-40,male,2,20,rent,10,little,10,moderate,20,2002,30,12,20,car,130,Medium risk
924,55,30,41-75,male,2,20,own,20,little,10,little,10,6872,15,24,10,furniture/equipment,115,Medium risk
925,46,30,41-75,male,2,20,own,20,little,10,little,10,697,30,12,20,car,140,Low risk
926,21,10,<25,female,2,20,rent,10,little,10,little,10,1049,30,18,10,furniture/equipment,100,High risk
927,39,20,25-40,male,2,20,free,5,little,10,little,10,10297,5,48,10,car,80,High risk
928,58,30,41-75,male,2,20,own,20,NA,5,NA,5,1867,30,30,10,radio/TV,120,Medium risk
929,43,30,41-75,male,1,10,own,20,little,10,little,10,1344,30,12,20,car,130,Medium risk
930,24,10,<25,male,1,10,own,20,little,10,little,10,1747,30,24,10,furniture/equipment,100,High risk
931,22,10,<25,female,2,20,own,20,little,10,moderate,20,1670,30,9,20,radio/TV,130,Medium risk
932,30,20,25-40,male,2,20,own,20,little,10,NA,5,1224,30,9,20,car,125,Medium risk
933,42,30,41-75,male,2,20,own,20,quite rich,30,NA,5,522,30,12,20,radio/TV,155,Low risk
934,23,10,<25,female,2,20,own,20,little,10,little,10,1498,30,12,20,radio/TV,120,Medium risk
935,30,20,25-40,male,3,30,own,20,moderate,15,moderate,20,1919,30,30,10,radio/TV,145,Low risk
936,28,20,25-40,female,1,10,own,20,little,10,rich,30,745,30,9,20,radio/TV,140,Low risk
937,30,20,25-40,male,3,30,rent,10,little,10,moderate,20,2063,30,6,20,radio/TV,140,Low risk
938,42,30,41-75,male,2,20,free,5,little,10,moderate,20,6288,15,60,5,education,105,Medium risk
939,46,30,41-75,male,3,30,own,20,NA,5,NA,5,6842,15,24,10,car,115,Medium risk
940,45,30,41-75,male,3,30,own,20,NA,5,NA,5,3527,15,12,20,car,125,Medium risk
941,31,20,25-40,male,1,10,own,20,little,10,NA,5,1546,30,10,20,car,115,Medium risk
942,31,20,25-40,male,2,20,own,20,NA,5,NA,5,929,30,24,10,furniture/equipment,110,Medium risk
943,42,30,41-75,male,1,10,own,20,little,10,NA,5,1455,30,4,20,car,125,Medium risk
944,46,30,41-75,female,2,20,rent,10,little,10,little,10,1845,30,15,10,furniture/equipment,120,Medium risk
945,30,20,25-40,female,2,20,own,20,quite rich,30,moderate,20,8358,15,48,10,car,135,Medium risk
946,30,20,25-40,male,2,20,free,5,quite rich,30,little,10,3349,15,24,10,furniture/equipment,110,Medium risk
947,38,20,25-40,male,3,30,own,20,NA,5,NA,5,2859,30,12,20,car,130,Medium risk
948,43,30,41-75,male,1,10,own,20,little,10,NA,5,1533,30,18,10,furniture/equipment,115,Medium risk
949,31,20,25-40,male,2,20,own,20,moderate,15,NA,5,3621,15,24,10,radio/TV,105,Medium risk
950,40,30,25-40,male,0,5,own,20,little,10,moderate,20,3590,15,18,10,business,110,Medium risk
951,24,10,<25,male,2,20,own,20,little,10,little,10,2145,30,36,10,business,110,Medium risk
952,28,20,25-40,female,2,20,rent,10,quite rich,30,moderate,20,4113,15,24,10,car,125,Medium risk
953,26,20,25-40,female,3,30,own,20,little,10,NA,5,10974,5,36,10,furniture/equipment,100,High risk
954,29,20,25-40,female,2,20,own,20,little,10,little,10,1893,30,12,20,car,130,Medium risk
955,57,30,41-75,female,3,30,rent,10,rich,20,little,10,1231,30,24,10,radio/TV,140,Low risk
956,49,30,41-75,male,1,10,own,20,NA,5,rich,30,3656,15,30,10,radio/TV,120,Medium risk
957,37,20,25-40,male,1,10,own,20,little,10,moderate,20,1154,30,9,20,radio/TV,130,Medium risk
958,45,30,41-75,male,1,10,own,20,little,10,little,10,4006,15,28,10,car,105,Medium risk
959,30,20,25-40,male,2,20,free,5,moderate,15,moderate,20,3069,15,24,10,furniture/equipment,105,Medium risk
960,30,20,25-40,male,2,20,rent,10,little,10,NA,5,1740,30,6,20,radio/TV,115,Medium risk
961,47,30,41-75,male,2,20,own,20,little,10,moderate,20,2353,30,21,10,car,140,Low risk
962,29,20,25-40,male,2,20,own,20,NA,5,NA,5,3556,15,15,10,car,95,High risk
963,35,20,25-40,male,2,20,own,20,quite rich,30,NA,5,2397,30,24,10,radio/TV,135,Medium risk
964,22,10,<25,male,1,10,own,20,little,10,moderate,20,454,30,6,20,repairs,120,Medium risk
965,26,20,25-40,female,2,20,own,20,NA,5,moderate,20,1715,30,30,10,radio/TV,125,Medium risk
966,23,10,<25,male,1,10,own,20,quite rich,30,moderate,20,2520,30,27,10,radio/TV,130,Medium risk
967,54,30,41-75,female,3,30,rent,10,little,10,NA,5,3568,15,15,10,radio/TV,110,Medium risk
968,29,20,25-40,male,2,20,rent,10,NA,5,NA,5,7166,15,42,10,radio/TV,85,High risk
969,40,30,25-40,male,1,10,own,20,little,10,little,10,3939,15,11,20,car,115,Medium risk
970,22,10,<25,male,2,20,own,20,moderate,15,moderate,20,1514,30,15,10,repairs,125,Medium risk
971,43,30,41-75,male,1,10,own,20,little,10,NA,5,7393,15,24,10,car,100,High risk
972,29,20,25-40,female,0,5,rent,10,little,10,little,10,1193,30,24,10,car,95,High risk
973,36,20,25-40,male,2,20,rent,10,little,10,little,10,7297,15,60,5,business,90,High risk
974,33,20,25-40,female,2,20,own,20,little,10,NA,5,2831,30,30,10,radio/TV,115,Medium risk
975,57,30,41-75,female,1,10,own,20,quite rich,30,rich,30,1258,30,24,10,radio/TV,160,Low risk
976,64,30,41-75,female,2,20,own,20,little,10,moderate,20,753,30,6,20,radio/TV,150,Low risk
977,42,30,41-75,male,2,20,own,20,NA,5,moderate,20,2427,30,18,10,business,135,Medium risk
978,47,30,41-75,male,1,10,own,20,little,10,NA,5,2538,30,24,10,car,115,Medium risk
979,25,20,25-40,male,2,20,rent,10,moderate,15,moderate,20,1264,30,15,10,car,125,Medium risk
980,49,30,41-75,male,2,20,own,20,little,10,moderate,20,8386,15,30,10,furniture/equipment,125,Medium risk
981,33,20,25-40,male,3,30,rent,10,little,10,NA,5,4844,15,48,10,business,100,High risk
982,28,20,25-40,female,3,30,own,20,moderate,15,rich,30,2923,30,21,10,car,155,Low risk
983,26,20,25-40,male,2,20,own,20,little,10,little,10,8229,15,36,10,car,105,Medium risk
984,30,20,25-40,male,1,10,own,20,little,10,NA,5,2028,30,24,10,furniture/equipment,105,Medium risk
985,25,20,25-40,female,2,20,rent,10,little,10,little,10,1433,30,15,10,furniture/equipment,110,Medium risk
986,33,20,25-40,male,2,20,own,20,little,10,rich,30,6289,15,42,10,business,125,Medium risk
987,64,30,41-75,female,2,20,own,20,moderate,15,NA,5,1409,30,13,10,radio/TV,130,Medium risk
988,29,20,25-40,male,3,30,free,5,little,10,little,10,6579,15,24,10,car,100,High risk
989,48,30,41-75,male,1,10,own,20,little,10,moderate,20,1743,30,24,10,radio/TV,130,Medium risk
990,37,20,25-40,male,1,10,own,20,NA,5,NA,5,3565,15,12,20,education,95,High risk
991,34,20,25-40,male,1,10,own,20,moderate,15,NA,5,1569,30,15,10,radio/TV,110,Medium risk
992,23,10,<25,male,1,10,rent,10,NA,5,little,10,1936,30,18,10,radio/TV,85,High risk
993,30,20,25-40,male,3,30,own,20,little,10,little,10,3959,15,36,10,furniture/equipment,115,Medium risk
994,50,30,41-75,male,2,20,own,20,NA,5,NA,5,2390,30,12,20,car,130,Medium risk
995,31,20,25-40,female,1,10,own,20,little,10,NA,5,1736,30,12,20,furniture/equipment,115,Medium risk
996,40,30,25-40,male,3,30,own,20,little,10,little,10,3857,15,30,10,car,125,Medium risk
997,38,20,25-40,male,2,20,own,20,little,10,NA,5,804,30,12,20,radio/TV,125,Medium risk
998,23,10,<25,male,2,20,free,5,little,10,little,10,1845,30,45,10,radio/TV,95,High risk
999,27,20,25-40,male,2,20,own,20,moderate,15,moderate,20,4576,15,45,10,car,120,Medium risk
